"year","rank","male","female"
2001,32,"Oğuzhan","Yağmur"
2001,33,"Ömer Faruk","Kader"
2001,34,"Serkan","Ayşegül"
2001,35,"Hakan","Derya"
2001,36,"Barış","Damla"
2001,37,"Osman","Tuğçe"
2001,38,"Berkay","Tuğba"
2001,39,"Doğukan","Semanur"
2001,40,"Ferhat","Cansu"
2001,41,"Eray","Ceren"
2001,42,"Mehmet Ali","Berfin"
2001,43,"Yunus","Beyzanur"
2001,44,"Halil","Sümeyye"
2001,45,"Emircan","Eda"
2001,46,"Emir","Melek"
2001,47,"Abdulkadir","Sude"
2001,48,"Adem","Yasemin"
2001,49,"Süleyman","Yaren"
2001,50,"Melih","Sena"
2001,51,"Uğur","Sinem"
2001,52,"Mahmut","Selin"
2001,53,"Recep","Seher"
2001,54,"Berat","Beyza Nur"
2001,55,"Fırat","Özge"
2001,56,"Sinan","Esma"
2001,57,"Harun","Aslı"
2001,58,"Alperen","Şeyma"
2001,59,"Yakup","Bahar"
2001,60,"Kaan","Duygu"
2001,61,"Halil İbrahim","Berivan"
2001,62,"Salih","Sedanur"
2001,63,"Bilal","Pınar"
2001,64,"Kerem","Fatma Nur"
2001,65,"Gökhan","Helin"
2001,66,"Semih","Songül"
2001,67,"Ümit","Sultan"
2001,68,"Okan","Sibel"
2001,69,"Musa","Ece"
2001,70,"Erkan","Ezgi"
2001,71,"Özgür","Sevgi"
2001,72,"Sefa","Dilek"
2001,73,"Hamza","Ayşe Nur"
2001,74,"Baran","Nurcan"
2001,75,"Mehmet Emin","İlknur"
2001,76,"Tolga","Rumeysa"
2001,77,"İsa","Rümeysa"
2001,78,"Alper","Burcu"
2001,79,"Doğan","Leyla"
2001,80,"Bayram","Nazlı"
2001,81,"Ozan","Çağla"
2001,82,"Sedat","Zeliha"
2001,83,"Nurullah","Fatmanur"
2001,84,"Diyar","Seda"
2001,85,"Serdar","Neslihan"
2001,86,"Can","Arzu"
2001,87,"Kemal","Sevda"
2001,88,"Görkem","Tuba"
2001,89,"Metehan","Gülcan"
2001,90,"Mehmet Can","Deniz"
2001,91,"Caner","Ceyda"
2001,92,"Erdem","Sema"
2001,93,"Emrah","Sıla"
2001,94,"Arda","Gülsüm"
2001,95,"İbrahim Halil","Rukiye"
2001,96,"Veysel","Şule"
2001,97,"Şahin","Nazlıcan"
2001,98,"Mertcan","Hacer"
2001,99,"Deniz","Kardelen"
2001,100,"Metin","Buket"
2002,1,"Mehmet","Zeynep"
2002,2,"Yusuf","Elif"
2002,3,"Mustafa","Merve"
2002,4,"Ahmet","İrem"
2002,5,"Furkan","Fatma"
2002,6,"Emre","Esra"
2002,7,"Ali","Ayşe"
2002,8,"Ömer","Emine"
2002,9,"İbrahim","Büşra"
2002,10,"Enes","Zehra"
2002,11,"Emirhan","Dilara"
2002,12,"Hüseyin","Hatice"
2002,13,"Umut","Rabia"
2002,14,"Hasan","Melike"
2002,15,"Eren","Beyza"
2002,16,"Murat","Aleyna"
2002,17,"Mert","Kübra"
2002,18,"Burak","İlayda"
2002,19,"Serhat","Yağmur"
2002,20,"İsmail","Gizem"
2002,21,"Batuhan","Melisa"
2002,22,"Ramazan","Buse"
2002,23,"Yunus Emre","Gamze"
2002,24,"Muhammed","Şevval"
2002,25,"Abdullah","Betül"
2002,26,"Samet","Ayşenur"
2002,27,"Yasin","Ayşegül"
2002,28,"Muhammet","Hilal"
2002,29,"Kadir","Özlem"
2002,30,"Barış","Ceren"
2002,31,"Ömer Faruk","Edanur"
2002,32,"Ferhat","Kader"
2002,33,"Onur","Duygu"
2002,34,"Fatih","Berivan"
2002,35,"Oğuzhan","Dilan"
2002,36,"Serkan","Sude"
2002,37,"Hakan","Ebru"
2002,38,"Osman","Meryem"
2002,39,"Berkay","Sinem"
2002,40,"Emir","Melek"
2002,41,"Yunus","Yaren"
2002,42,"Mehmet Ali","Tuğba"
2002,43,"Emircan","Bahar"
2002,44,"Halil","Sümeyye"
2002,45,"Kaan","Selin"
2002,46,"Doğukan","Derya"
2002,47,"Berat","Cansu"
2002,48,"Eray","Berfin"
2002,49,"Abdulkadir","Semanur"
2002,50,"Süleyman","Beyzanur"
2002,51,"Adem","Damla"
2002,52,"Mahmut","Esma"
2002,53,"Alperen","Sena"
2002,54,"Melih","Yasemin"
2002,55,"Recep","Tuğçe"
2002,56,"Harun","Eda"
2002,57,"Uğur","Pınar"
2002,58,"Fırat","Helin"
2002,59,"Kerem","Şeyma"
2002,60,"Salih","Songül"
2002,61,"Yakup","Beyza Nur"
2002,62,"Gökhan","Aslı"
2002,63,"Hamza","Seher"
2002,64,"Bilal","Fatma Nur"
2002,65,"Sinan","Nazlıcan"
2002,66,"Semih","Sibel"
2002,67,"Halil İbrahim","Sıla"
2002,68,"Alper","Özge"
2002,69,"Musa","Sultan"
2002,70,"Özgür","Ece"
2002,71,"Mehmet Emin","Ezgi"
2002,72,"Ümit","Nazlı"
2002,73,"Baran","Çağla"
2002,74,"Sefa","Rümeysa"
2002,75,"Görkem","Rumeysa"
2002,76,"Erkan","Dilek"
2002,77,"Ozan","Sevgi"
2002,78,"İsa","Ayşe Nur"
2002,79,"Bünyamin","Sedanur"
2002,80,"Okan","İlknur"
2002,81,"Diyar","Leyla"
2002,82,"Arda","Fatmanur"
2002,83,"Berke","Deniz"
2002,84,"Erdem","Ceyda"
2002,85,"Deniz","Gülcan"
2002,86,"Doğan","Nurcan"
2002,87,"Yiğit","Zeliha"
2002,88,"Tolga","Burcu"
2002,89,"Bayram","Sedef"
2002,90,"Nurullah","Neslihan"
2002,91,"İbrahim Halil","Tuba"
2002,92,"Serdar","Hacer"
2002,93,"Can","Arzu"
2002,94,"Sedat","Simge"
2002,95,"Şahin","Gülsüm"
2002,96,"Kemal","Sevda"
2002,97,"Mehmet Can","Sema"
2002,98,"Veysel","Rukiye"
2002,99,"Cihan","Seda"
2002,100,"Metin","Esmanur"
2003,1,"Yusuf","Zeynep"
2003,2,"Mehmet","Sıla"
2003,3,"Furkan","Elif"
2003,4,"Mustafa","İrem"
2003,5,"Ahmet","Merve"
2003,6,"Emre","Fatma"
2003,7,"Ali","Esra"
2003,8,"Enes","Rabia"
2003,9,"Ömer","Emine"
2003,10,"İbrahim","Ayşe"
2003,11,"Emirhan","Zehra"
2003,12,"Hüseyin","Hatice"
2003,13,"Umut","Beyza"
2003,14,"Hasan","Büşra"
2003,15,"Mert","Aleyna"
2003,16,"Eren","İlayda"
2003,17,"Yunus Emre","Kübra"
2003,18,"Burak","Melike"
2003,19,"Murat","Ceren"
2003,20,"Muhammed","Sude"
2003,21,"İsmail","Yağmur"
2003,22,"Batuhan","Dilara"
2003,23,"Barış","Şevval"
2003,24,"Abdullah","Berivan"
2003,25,"Serhat","Nazar"
2003,26,"Ramazan","Buse"
2003,27,"Yasin","Gamze"
2003,28,"Kadir","Helin"
2003,29,"Muhammet","Betül"
2003,30,"Samet","Hilal"
2003,31,"Ömer Faruk","Edanur"
2003,32,"Ferhat","Meryem"
2003,33,"Berkay","Gizem"
2003,34,"Onur","Bahar"
2003,35,"Osman","Ayşegül"
2003,36,"Fatih","Melisa"
2003,37,"Berat","Ayşenur"
2003,38,"Serkan","Berfin"
2003,39,"Yunus","Sudenaz"
2003,40,"Oğuzhan","Özlem"
2003,41,"Hakan","Dilan"
2003,42,"Mehmet Ali","Melek"
2003,43,"Halil","Duygu"
2003,44,"Kaan","Sümeyye"
2003,45,"Emir","Esma"
2003,46,"Alperen","Yaren"
2003,47,"Kerem","Ebru"
2003,48,"Abdulkadir","Pınar"
2003,49,"Baran","Kader"
2003,50,"Yiğit","Beyzanur"
2003,51,"Eray","Rojin"
2003,52,"Süleyman","Semanur"
2003,53,"Mahmut","Sinem"
2003,54,"Adem","Tuğba"
2003,55,"Doğukan","Cansu"
2003,56,"Harun","Eda"
2003,57,"Emircan","Sena"
2003,58,"Recep","Selin"
2003,59,"Salih","Derya"
2003,60,"Uğur","Yasemin"
2003,61,"Yakup","Ece"
2003,62,"Hamza","Damla"
2003,63,"Alper","Tuğçe"
2003,64,"Arda","Şeyma"
2003,65,"Semih","Aslı"
2003,66,"Fırat","Fatma Nur"
2003,67,"Melih","Beyza Nur"
2003,68,"Halil İbrahim","Seher"
2003,69,"Şahin","Songül"
2003,70,"Mehmet Emin","Sultan"
2003,71,"Bilal","Rümeysa"
2003,72,"Sinan","Azra"
2003,73,"Musa","Nisanur"
2003,74,"Özgür","Ezgi"
2003,75,"Gökhan","Nazlı"
2003,76,"Efe","Rumeysa"
2003,77,"Caner","Nazlıcan"
2003,78,"Can","Özge"
2003,79,"Görkem","Sibel"
2003,80,"Sefa","Deniz"
2003,81,"Erdem","Ceyda"
2003,82,"Cihan","Sevgi"
2003,83,"İsa","Zeliha"
2003,84,"Deniz","Fatmanur"
2003,85,"Berke","Ayşe Nur"
2003,86,"Bedirhan","Zerda"
2003,87,"Azat","İlknur"
2003,88,"Bünyamin","Dilek"
2003,89,"Diyar","Sedanur"
2003,90,"Metehan","Neslihan"
2003,91,"Azad","Leyla"
2003,92,"Ozan","Esmanur"
2003,93,"Mehmet Can","Nurcan"
2003,94,"Erkan","Tuba"
2003,95,"Tolga","Sudenur"
2003,96,"Ümit","Gülcan"
2003,97,"Bayram","Ebrar"
2003,98,"Okan","Hacer"
2003,99,"Nurullah","Eylül"
2003,100,"Kemal","Rukiye"
2004,1,"Yusuf","Zeynep"
2004,2,"Mehmet","Elif"
2004,3,"Mustafa","Sıla"
2004,4,"Furkan","İrem"
2004,5,"Ahmet","Merve"
2004,6,"Emre","Fatma"
2004,7,"Enes","Esra"
2004,8,"Ali","Rabia"
2004,9,"Eren","Ayşe"
2004,10,"Ömer","Hatice"
2004,11,"İbrahim","Emine"
2004,12,"Emirhan","Zehra"
2004,13,"Hüseyin","Sude"
2004,14,"Yunus Emre","Aleyna"
2004,15,"Hasan","Beyza"
2004,16,"Muhammed","Yağmur"
2004,17,"Mert","Melike"
2004,18,"Caner","Ceren"
2004,19,"Burak","İlayda"
2004,20,"Umut","Büşra"
2004,21,"İsmail","Berfin"
2004,22,"Murat","Dilan"
2004,23,"Berat","Kübra"
2004,24,"Samet","Esma"
2004,25,"Ramazan","Buse"
2004,26,"Abdullah","Sudenaz"
2004,27,"Muhammet","Meryem"
2004,28,"Yasin","Dilara"
2004,29,"Batuhan","Şevval"
2004,30,"Kadir","Gamze"
2004,31,"Ömer Faruk","Helin"
2004,32,"Serhat","Betül"
2004,33,"Efe","Melisa"
2004,34,"Ferhat","Hilal"
2004,35,"Barış","Tuğba"
2004,36,"Baran","Gizem"
2004,37,"Kerem","Ayşenur"
2004,38,"Arda","Ayşegül"
2004,39,"Berkay","Edanur"
2004,40,"Osman","Sümeyye"
2004,41,"Onur","Berivan"
2004,42,"Yunus","Rümeysa"
2004,43,"Fatih","Bahar"
2004,44,"Serkan","Melek"
2004,45,"Mehmet Ali","Özlem"
2004,46,"Emir","Azra"
2004,47,"Halil","Selin"
2004,48,"Abdulkadir","Semanur"
2004,49,"Alperen","Nisanur"
2004,50,"Hakan","Yaren"
2004,51,"Oğuzhan","Nazar"
2004,52,"Yiğit","Beyzanur"
2004,53,"Kaan","Pınar"
2004,54,"Süleyman","Ece"
2004,55,"Adem","Cansu"
2004,56,"Mahmut","Sinem"
2004,57,"Hamza","Sena"
2004,58,"Yakup","Eda"
2004,59,"Recep","Rumeysa"
2004,60,"Harun","Duygu"
2004,61,"Eray","Kader"
2004,62,"Salih","Tuğçe"
2004,63,"Halil İbrahim","Esmanur"
2004,64,"Bilal","Ebru"
2004,65,"Mehmet Emin","Derya"
2004,66,"Semih","Yasemin"
2004,67,"Alper","Damla"
2004,68,"Fırat","Tülin"
2004,69,"Uğur","Eylül"
2004,70,"Doğukan","Fatma Nur"
2004,71,"Melih","Şeyma"
2004,72,"Emircan","Sultan"
2004,73,"Özgür","Songül"
2004,74,"Musa","Aslı"
2004,75,"İsa","Seher"
2004,76,"Berke","Nisa"
2004,77,"Diyar","Rojin"
2004,78,"Deniz","Özge"
2004,79,"Gökhan","Fatmanur"
2004,80,"Can","Sudenur"
2004,81,"Sinan","Zeliha"
2004,82,"Sefa","Beyza Nur"
2004,83,"Görkem","Ezgi"
2004,84,"Ozan","Ceyda"
2004,85,"Bünyamin","Irmak"
2004,86,"Muhammed Ali","Nazlı"
2004,87,"Erdem","Ebrar"
2004,88,"Şahin","Tuba"
2004,89,"Talha","Hazal"
2004,90,"Muhammed Emin","Dilek"
2004,91,"Cihan","İlknur"
2004,92,"Metehan","Deniz"
2004,93,"İbrahim Halil","Kardelen"
2004,94,"Tolga","Nehir"
2004,95,"Mehmet Can","Sevgi"
2004,96,"Azat","İpek"
2004,97,"Nurullah","Ayşe Nur"
2004,98,"Muhammet Ali","Neslihan"
2004,99,"Bayram","Sibel"
2004,100,"Polat","Şilan"
2005,1,"Yusuf","Zeynep"
2005,2,"Emirhan","Elif"
2005,3,"Mehmet","Büşra"
2005,4,"Mustafa","Merve"
2005,5,"Arda","İrem"
2005,6,"Ahmet","Yağmur"
2005,7,"Furkan","Fatma"
2005,8,"Enes","Sıla"
2005,9,"Ali","Zehra"
2005,10,"Muhammed","Rabia"
2005,11,"Emre","Hatice"
2005,12,"İbrahim","Emine"
2005,13,"Ömer","Ayşe"
2005,14,"Eren","Aleyna"
2005,15,"Hüseyin","Esra"
2005,16,"Baran","Melike"
2005,17,"Hasan","Meryem"
2005,18,"Yunus Emre","Beyza"
2005,19,"Mert","Sudenaz"
2005,20,"Berat","Ceren"
2005,21,"Burak","İlayda"
2005,22,"İsmail","Şevval"
2005,23,"Samet","Esma"
2005,24,"Efe","Sude"
2005,25,"Ramazan","Nisanur"
2005,26,"Abdullah","Kübra"
2005,27,"Ömer Faruk","Berfin"
2005,28,"Yasin","Dilan"
2005,29,"Kadir","Melisa"
2005,30,"Muhammet","Dilara"
2005,31,"Murat","Eylül"
2005,32,"Umut","Gamze"
2005,33,"Batuhan","Betül"
2005,34,"Kerem","Nehir"
2005,35,"Serhat","Nisa"
2005,36,"Osman","Ayşenur"
2005,37,"Ferhat","Hilal"
2005,38,"Barış","Melek"
2005,39,"Fatih","Rümeysa"
2005,40,"Mehmet Ali","Buse"
2005,41,"Yiğit","Azra"
2005,42,"Emir","Ayşegül"
2005,43,"Onur","Irmak"
2005,44,"Serkan","Helin"
2005,45,"Abdulkadir","Sümeyye"
2005,46,"Caner","Rojin"
2005,47,"Yunus","Edanur"
2005,48,"Berkay","Esmanur"
2005,49,"Halil","Tuğba"
2005,50,"Alperen","Zilan"
2005,51,"Süleyman","Yaren"
2005,52,"Hamza","Semanur"
2005,53,"Adem","Gizem"
2005,54,"Hakan","Rumeysa"
2005,55,"Mahmut","Nisa Nur"
2005,56,"Bilal","Sinem"
2005,57,"Oğuzhan","Beyzanur"
2005,58,"Halil İbrahim","Özlem"
2005,59,"Salih","Medine"
2005,60,"Harun","Eda"
2005,61,"Yakup","Sena"
2005,62,"Kaan","Bahar"
2005,63,"Deniz","Damla"
2005,64,"Mehmet Emin","Fatma Nur"
2005,65,"Semih","Ece"
2005,66,"Recep","Kardelen"
2005,67,"Muhammed Ali","Yasemin"
2005,68,"Fırat","Selin"
2005,69,"Talha","Ebrar"
2005,70,"Eray","Şeyma"
2005,71,"Musa","Derya"
2005,72,"Özgür","Cansu"
2005,73,"Muhammed Emin","Sultan"
2005,74,"Uğur","Fatmanur"
2005,75,"Diyar","Kader"
2005,76,"Melih","Havin"
2005,77,"Alper","Ebru"
2005,78,"İsa","Aslı"
2005,79,"Emircan","Pınar"
2005,80,"Doğukan","Duygu"
2005,81,"Sefa","Zeliha"
2005,82,"Can","Tuğçe"
2005,83,"İbrahim Halil","Sude Naz"
2005,84,"Bedirhan","Songül"
2005,85,"Muhammet Ali","Nazlı"
2005,86,"Erdem","İlknur"
2005,87,"Taha","Özge"
2005,88,"Gökhan","İpek"
2005,89,"Abdulsamet","Esma Nur"
2005,90,"Sinan","Seher"
2005,91,"Bünyamin","Elanur"
2005,92,"Metehan","Sudenur"
2005,93,"Mehmet Can","Berivan"
2005,94,"Resul","Tuana"
2005,95,"Görkem","Tuba"
2005,96,"Ege","Beyza Nur"
2005,97,"Ozan","Dilek"
2005,98,"Nurullah","Hazal"
2005,99,"Eyüp","Ayşe Nur"
2005,100,"Tunahan","Ezgi"
2006,1,"Arda","Elif"
2006,2,"Yusuf","Zeynep"
2006,3,"Mehmet","İrem"
2006,4,"Mustafa","Büşra"
2006,5,"Emirhan","Merve"
2006,6,"Ahmet","Sıla"
2006,7,"Enes","Yağmur"
2006,8,"Furkan","Medine"
2006,9,"Muhammed","Fatma"
2006,10,"Ali","Zehra"
2006,11,"İbrahim","Rabia"
2006,12,"Ömer","Hatice"
2006,13,"Eren","Ceren"
2006,14,"Hüseyin","Meryem"
2006,15,"Emre","Ayşe"
2006,16,"Hasan","Emine"
2006,17,"Samet","İlayda"
2006,18,"Mert","Nehir"
2006,19,"Burak","Şevval"
2006,20,"Berat","Beyza"
2006,21,"Yunus Emre","Aleyna"
2006,22,"İsmail","Sude"
2006,23,"Ömer Faruk","Sudenaz"
2006,24,"Kerem","Nisanur"
2006,25,"Baran","Eylül"
2006,26,"Yasin","Melike"
2006,27,"Muhammet","Esra"
2006,28,"Efe","Kübra"
2006,29,"Abdullah","Esmanur"
2006,30,"Ramazan","Berfin"
2006,31,"Kadir","Esma"
2006,32,"Murat","Melisa"
2006,33,"Umut","Betül"
2006,34,"Yiğit","Melek"
2006,35,"Batuhan","Dilara"
2006,36,"Mehmet Ali","Ayşenur"
2006,37,"Hamza","Zilan"
2006,38,"Osman","Hilal"
2006,39,"Salih","Ayşegül"
2006,40,"Emir","Sümeyye"
2006,41,"Fatih","Irmak"
2006,42,"Onur","Dilan"
2006,43,"Abdulkadir","Yaren"
2006,44,"Alperen","Rümeysa"
2006,45,"Halil","Nisa"
2006,46,"Berkay","Azra"
2006,47,"Barış","Gamze"
2006,48,"Ege","Buse"
2006,49,"Serhat","Damla"
2006,50,"Adem","Semanur"
2006,51,"Muhammed Ali","Edanur"
2006,52,"Süleyman","Helin"
2006,53,"Harun","Beyzanur"
2006,54,"Bilal","Rojin"
2006,55,"Yunus","Rumeysa"
2006,56,"Kaan","Tuğba"
2006,57,"Serkan","Ebrar"
2006,58,"Ferhat","Nisa Nur"
2006,59,"Muhammed Emin","Esma Nur"
2006,60,"Mahmut","Fatma Nur"
2006,61,"Mehmet Emin","Gizem"
2006,62,"Deniz","Özlem"
2006,63,"Yakup","Tuana"
2006,64,"Halil İbrahim","Nazlı"
2006,65,"Talha","Sultan"
2006,66,"Oğuzhan","Şeyma"
2006,67,"Abdulsamet","İlknur"
2006,68,"Semih","Sude Naz"
2006,69,"Musa","Sudenur"
2006,70,"Caner","Fatmanur"
2006,71,"Muhammet Ali","Ece"
2006,72,"Hakan","Sena"
2006,73,"Recep","Cansu"
2006,74,"Melih","Aslı"
2006,75,"İsa","Elanur"
2006,76,"Uğur","Bahar"
2006,77,"Eray","Sinem"
2006,78,"Eyüp","Yasemin"
2006,79,"Metehan","Selin"
2006,80,"Fırat","Kardelen"
2006,81,"Özgür","Songül"
2006,82,"Bedirhan","Derya"
2006,83,"Erdem","Beyza Nur"
2006,84,"Taha","Eda"
2006,85,"İbrahim Halil","Pınar"
2006,86,"Can","Elif Nur"
2006,87,"Resul","Ekin"
2006,88,"Sefa","Kader"
2006,89,"Mehmet Can","Ayşe Nur"
2006,90,"Diyar","Zeliha"
2006,91,"Emircan","Ebru"
2006,92,"Sinan","Havin"
2006,93,"Doğukan","Özge"
2006,94,"Alper","Hazal"
2006,95,"Muhammet Emin","Tuğçe"
2006,96,"Muhammed Enes","Deniz"
2006,97,"Bünyamin","Kevser"
2006,98,"Nurullah","Ceyda"
2006,99,"Tunahan","Seher"
2006,100,"Kemal","Ezgi"
2007,1,"Yusuf","Zeynep"
2007,2,"Arda","Elif"
2007,3,"Mehmet","İrem"
2007,4,"Mustafa","Yağmur"
2007,5,"Ahmet","Merve"
2007,6,"Emirhan","Sıla"
2007,7,"Enes","Medine"
2007,8,"Muhammed","Büşra"
2007,9,"Furkan","Fatma"
2007,10,"Ali","Zehra"
2007,11,"Berat","Rabia"
2007,12,"Ömer","Hatice"
2007,13,"Hüseyin","Şevval"
2007,14,"İbrahim","Sudenaz"
2007,15,"Efe","Nisanur"
2007,16,"Burak","Meryem"
2007,17,"Emre","Ayşe"
2007,18,"Eren","Nehir"
2007,19,"Hasan","Ceren"
2007,20,"Yunus Emre","Emine"
2007,21,"Kerem","Sude"
2007,22,"İsmail","İlayda"
2007,23,"Mert","Aleyna"
2007,24,"Yasin","Kübra"
2007,25,"Samet","Beyza"
2007,26,"Ömer Faruk","Esmanur"
2007,27,"Kaan","Berfin"
2007,28,"Abdullah","Sümeyye"
2007,29,"Muhammet","Yaren"
2007,30,"Ege","Eylül"
2007,31,"Ramazan","Melike"
2007,32,"Baran","Melek"
2007,33,"Umut","Esma"
2007,34,"Yiğit","Esra"
2007,35,"Murat","Ayşegül"
2007,36,"Hamza","Elanur"
2007,37,"Kadir","Melisa"
2007,38,"Emir","Dilara"
2007,39,"Batuhan","Irmak"
2007,40,"Salih","Betül"
2007,41,"Onur","Ayşenur"
2007,42,"Muhammed Ali","Azra"
2007,43,"Barış","Tuana"
2007,44,"Mehmet Ali","Hilal"
2007,45,"Osman","Ela"
2007,46,"Alperen","Damla"
2007,47,"Fatih","Nisa"
2007,48,"Bedirhan","Rümeysa"
2007,49,"Muhammed Emin","Nazlı"
2007,50,"Berkay","Nisa Nur"
2007,51,"Abdulkadir","Ebrar"
2007,52,"Halil","Semanur"
2007,53,"Harun","Gamze"
2007,54,"Deniz","Sude Naz"
2007,55,"Mehmet Emin","Edanur"
2007,56,"Süleyman","Hayrunnisa"
2007,57,"Adem","Fatma Nur"
2007,58,"Serhat","Buse"
2007,59,"Halil İbrahim","Beyzanur"
2007,60,"Yunus","Rumeysa"
2007,61,"Bilal","Şeyma"
2007,62,"Talha","Gizem"
2007,63,"Mahmut","Dilan"
2007,64,"Musa","Ece"
2007,65,"Semih","Özlem"
2007,66,"Yakup","Fatmanur"
2007,67,"Metehan","İlknur"
2007,68,"Muhammet Ali","Selin"
2007,69,"Oğuzhan","Cansu"
2007,70,"Serkan","Esma Nur"
2007,71,"Abdulsamet","Tuğba"
2007,72,"Eyüp","Sudenur"
2007,73,"Recep","Hiranur"
2007,74,"İsa","Yasemin"
2007,75,"Ferhat","Sena"
2007,76,"Hakan","Özge"
2007,77,"Muhammed Enes","Helin"
2007,78,"Boran","Duru"
2007,79,"Ozan","Bahar"
2007,80,"Erdem","Eda"
2007,81,"Uğur","Sultan"
2007,82,"Mehmet Can","Ecrin"
2007,83,"Melih","Aslı"
2007,84,"Taha","Naz"
2007,85,"Mehmet Akif","Elif Nur"
2007,86,"İbrahim Halil","Ceylin"
2007,87,"Resul","Beyza Nur"
2007,88,"Miraç","Narin"
2007,89,"Eray","Elif Naz"
2007,90,"Sefa","Berra"
2007,91,"Caner","Zilan"
2007,92,"Muhammed Mustafa","Deniz"
2007,93,"Can","Zeliha"
2007,94,"Muhammet Emin","Pınar"
2007,95,"Fırat","Rojin"
2007,96,"Mehmet Efe","Songül"
2007,97,"Tunahan","Ezel"
2007,98,"Alper","Sinem"
2007,99,"Özgür","Ezgi"
2007,100,"Emircan","Kevser"
2008,1,"Yusuf","Zeynep"
2008,2,"Arda","Elif"
2008,3,"Mustafa","Yağmur"
2008,4,"Mehmet","İrem"
2008,5,"Ahmet","Merve"
2008,6,"Emirhan","Büşra"
2008,7,"Muhammed","Nisanur"
2008,8,"Enes","Fatma"
2008,9,"Efe","Ecrin"
2008,10,"Berat","Medine"
2008,11,"Furkan","Zehra"
2008,12,"Eren","Hatice"
2008,13,"Ali","Rabia"
2008,14,"Ömer","Yaren"
2008,15,"Hüseyin","Ayşe"
2008,16,"Burak","Eylül"
2008,17,"İbrahim","Berfin"
2008,18,"Yunus Emre","Meryem"
2008,19,"Emre","Sudenaz"
2008,20,"Hasan","Sümeyye"
2008,21,"Mert","Ceren"
2008,22,"Kerem","Emine"
2008,23,"İsmail","Kübra"
2008,24,"Ömer Faruk","Elanur"
2008,25,"Ege","Ela"
2008,26,"Umut","İlayda"
2008,27,"Samet","Melek"
2008,28,"Abdullah","Nehir"
2008,29,"Yiğit","Azra"
2008,30,"Baran","Şevval"
2008,31,"Yasin","Tuana"
2008,32,"Hamza","Beyza"
2008,33,"Batuhan","Esmanur"
2008,34,"Bedirhan","Sude"
2008,35,"Muhammet","Melisa"
2008,36,"Kaan","Melike"
2008,37,"Ramazan","Esma"
2008,38,"Emir","Esra"
2008,39,"Murat","Irmak"
2008,40,"Muhammed Ali","Damla"
2008,41,"Kadir","Nisa"
2008,42,"Mehmet Ali","Aleyna"
2008,43,"Alperen","Hiranur"
2008,44,"Barış","Ayşegül"
2008,45,"Salih","Betül"
2008,46,"Deniz","Nisa Nur"
2008,47,"Onur","Ayşenur"
2008,48,"Berkay","Ceylin"
2008,49,"Muhammed Emin","Hilal"
2008,50,"Osman","Defne"
2008,51,"Semih","Gamze"
2008,52,"Fatih","Dilara"
2008,53,"Halil","Hayrunnisa"
2008,54,"Harun","Ebrar"
2008,55,"Mehmet Emin","Semanur"
2008,56,"Abdulkadir","Sıla"
2008,57,"Bilal","Edanur"
2008,58,"Süleyman","Rümeysa"
2008,59,"Halil İbrahim","Cansu"
2008,60,"Adem","Ece"
2008,61,"Musa","Özge"
2008,62,"Eyüp","Beyzanur"
2008,63,"Muhammet Ali","Sude Naz"
2008,64,"Yakup","Nazlı"
2008,65,"Serhat","Fatma Nur"
2008,66,"Talha","Cemre"
2008,67,"Mahmut","Buse"
2008,68,"Yunus","Gizem"
2008,69,"Erdem","Bahar"
2008,70,"Metehan","Selin"
2008,71,"Serkan","Tuğba"
2008,72,"Oğuzhan","Fatmanur"
2008,73,"Mehmet Efe","İlknur"
2008,74,"Hakan","Duru"
2008,75,"Muhammed Enes","Rumeysa"
2008,76,"İsa","Naz"
2008,77,"Abdulsamet","Özlem"
2008,78,"Taha","Esma Nur"
2008,79,"Alper","Eda"
2008,80,"Miraç","Şeyma"
2008,81,"Yağız","Pınar"
2008,82,"Uğur","Aslı"
2008,83,"Fırat","Belinay"
2008,84,"Muhammed Mustafa","Berra"
2008,85,"Eymen","Dilan"
2008,86,"Egemen","Elif Nur"
2008,87,"İbrahim Halil","Deniz"
2008,88,"Recep","Yasemin"
2008,89,"Veysel","Elif Naz"
2008,90,"Muhammet Emin","Kardelen"
2008,91,"Eray","Beyza Nur"
2008,92,"Caner","Sultan"
2008,93,"Resul","Sinem"
2008,94,"Tunahan","Sudenur"
2008,95,"Ferhat","Sena"
2008,96,"Mehmet Akif","Ezgi"
2008,97,"Melih","Songül"
2008,98,"Ozan","Hazal"
2008,99,"Ahmet Efe","Helin"
2008,100,"Hasan Hüseyin","Zeliha"
2009,1,"Yusuf","Zeynep"
2009,2,"Arda","Elif"
2009,3,"Mustafa","Ecrin"
2009,4,"Mehmet","Yağmur"
2009,5,"Ahmet","İrem"
2009,6,"Enes","Nisanur"
2009,7,"Muhammed","Eylül"
2009,8,"Berat","Merve"
2009,9,"Furkan","Zehra"
2009,10,"Emirhan","Büşra"
2009,11,"Ali","Fatma"
2009,12,"Ömer","Sudenaz"
2009,13,"Eren","Rabia"
2009,14,"Yiğit","Melike"
2009,15,"Hüseyin","Tuana"
2009,16,"Efe","Medine"
2009,17,"İbrahim","Hatice"
2009,18,"Kerem","Sümeyye"
2009,19,"Yunus Emre","Melek"
2009,20,"Alperen","Ela"
2009,21,"Burak","Ayşe"
2009,22,"Mert","Berfin"
2009,23,"Hasan","Meryem"
2009,24,"Emre","Elanur"
